"d_pres_fav","r_pres_fav","vt_pres_2","vt_pres_4","vt_sen","vt_gov","likely","scale","partyid","sample","phoneuse","gender","educ","hisp","cuban","race","age","racer","turnout_score","turnout_class","region","rvweight","likelyyn","lvweight","file_race","file_party","file_county","file_age","state","poll","poll_id","file_vt16","file_vt14","file_vt12"
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","Grade school","No",NA,"African American/Black",77,"African American/Black",0.97421183,NA,"Piedmont-Triad",0.904333710670471,1,0.892673154936721,"Black","Democratic","Forsyth",77,"North Carolina","October","North Carolina October",1,1,1
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Very likely","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","Bachelors' degree","No",NA,"Caucasian/White",38,"Caucasian/White",0.950576552,NA,"Western",0.707844257354736,1,0.690352205432001,"White","Democratic","Buncombe",38,"North Carolina","October","North Carolina October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",69,"Caucasian/White",0.771786274,NA,"Piedmont-Triad",1.14724957942963,1,1.01634052884284,"White","Republican","Davidson",69,"North Carolina","October","North Carolina October",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Already voted","Nine","Democrat","Cell","Landline and Cell Phone","Male","High school","No",NA,"African American/Black",42,"African American/Black",0.760771041,NA,"East/ South Central",0.945087492465973,0,0.945087492465973,"Black","Democratic","Hartford",41,"North Carolina","October","North Carolina October",1,0,1
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Very likely","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Bachelors' degree","No",NA,"Caucasian/White",48,"Caucasian/White",0.532572128,NA,"East/ South Central",0.696231245994568,1,0.533512301126993,"White","Democratic","Cumberland",48,"North Carolina","October","North Carolina October",1,0,0
"Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"Caucasian/White",56,"Caucasian/White",0.995812604,NA,"Southwest",1.06276774406433,1,1.06054262936412,"White","Republican","Mecklenburg",56,"North Carolina","October","North Carolina October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","Graduate or Professional degree","No",NA,"African American/Black",38,"African American/Black",0.464234999,NA,"North Central",1.65475022792816,1,1.21147159916782,"Black","Democratic","Durham",38,"North Carolina","October","North Carolina October",0,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",29,"Caucasian/White",0.243143579,NA,"North Central",1.56094479560852,1,0.9702392499171,"White","Other","Franklin",28,"North Carolina","October","North Carolina October",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Cell","Landline and Cell Phone","Female","Graduate or Professional degree","No",NA,"African American/Black",53,"African American/Black",0.991661437,NA,"Piedmont-Triad",0.815327405929565,1,0.81192807645958,"Black","Democratic","Guilford",53,"North Carolina","October","North Carolina October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Already voted","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","High school","No",NA,"Caucasian/White",70,"Caucasian/White",0.941689779,NA,"Western",0.964875102043152,0,0.964875102043152,"White","Republican","Wilkes",70,"North Carolina","October","North Carolina October",1,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Already voted","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"Caucasian/White",78,"Caucasian/White",0.996160834,NA,"East/ South Central",0.777174413204193,0,0.777174413204193,"White","Democratic","Moore",78,"North Carolina","October","North Carolina October",1,1,1
"Favorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","Pat McCrory, the Republican","Not at all likely","One (definitely will NOT vote)","Independent (No party)","Cell","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",50,"Caucasian/White",0.567437594,NA,"Southwest",1.22003304958344,0,0.346146309128054,"White","Republican","Cabarrus",50,"North Carolina","October","North Carolina October",0,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Pat McCrory, the Republican","Very likely","Ten (definitely will vote)","Independent (No party)","Cell","Landline and Cell Phone","Male","Graduate or Professional degree","No",NA,"Asian",46,"Asian",0.863860468,NA,"North Central",0.968997836112976,1,0.903038380154259,"Other","Other","Wake",46,"North Carolina","October","North Carolina October",1,1,0
"Favorable","Favorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","High school","No",NA,"African American/Black",67,"African American/Black",0.849951783,NA,"East/ South Central",1.0198312997818,1,0.943319365695274,"Black","Democratic","Cumberland",67,"North Carolina","October","North Carolina October",0,0,1
"Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Pat McCrory, the Republican","Very likely","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",37,"Caucasian/White",0.833699685,NA,"Western",0.692457973957062,1,0.634879984360401,"White","Other","Wilkes",37,"North Carolina","October","North Carolina October",1,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Graduate or Professional degree","No",NA,"Asian",25,"Asian",0.542506887,NA,"Southwest",0.962934136390686,1,0.742666268555015,"Other","Democratic","Mecklenburg",25,"North Carolina","October","North Carolina October",1,0,0
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Very likely","Six","Independent (No party)","Cell","Cell Phone only","Female","Some college or trade school","Yes",NA,"[DO NOT READ] Other/Something else (specify)",34,"Hispanic/Latino",0.256823942,NA,"Piedmont-Triad",1.22091376781464,0,0.156779943346114,"White","Other","Guilford",34,"North Carolina","October","North Carolina October",1,0,0
"Favorable","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline only","Female","High school","No",NA,"African American/Black",75,"African American/Black",0.995558798,NA,"Southwest",1.06668937206268,1,1.06432068057639,"Black","Democratic","Union",75,"North Carolina","October","North Carolina October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","[DO NOT READ] Don't know/No opinion","Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Male","Bachelors' degree","No",NA,"African American/Black",84,"African American/Black",0.886398708,NA,"North Central",1.11271941661835,1,1.04951623493768,"Black","Other","Wake",44,"North Carolina","October","North Carolina October",1,1,1
"Unfavorable","[DO NOT READ] Don't know/No opinion","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Somewhat likely","Seven","Republican","Landline","Landline and Cell Phone","Male","Bachelors' degree","No",NA,"Caucasian/White",24,"Caucasian/White",0.887899795,NA,"Southwest",1.38225328922272,0,0.613651206069463,"White","Republican","Union",24,"North Carolina","October","North Carolina October",0,1,1
"Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Almost certain","Nine","Independent (No party)","Cell","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",39,"Caucasian/White",0.54860384,NA,"Western",0.800005853176117,1,0.619446068125505,"White","Other","Henderson",39,"North Carolina","October","North Carolina October",1,0,1
"Favorable","Favorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Male","Bachelors' degree","No",NA,"African American/Black",69,"African American/Black",0.940925479,NA,"Southwest",1.2323637008667,1,1.19596305320346,"Black","Democratic","Gaston",68,"North Carolina","October","North Carolina October",1,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"Caucasian/White",49,"Caucasian/White",0.997755429,NA,"Piedmont-Triad",0.713268339633942,1,0.712467848918761,"White","Democratic","Surry",49,"North Carolina","October","North Carolina October",1,1,1
"Favorable","Unfavorable","[DO NOT READ] Someone else (specify)","Gary Johnson, the Libertarian","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","Already voted","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Graduate or Professional degree","No",NA,"Caucasian/White",27,"Caucasian/White",0.615003243,NA,"Piedmont-Triad",1.00788390636444,0,1.00788390636444,"White","Republican","Forsyth",26,"North Carolina","October","North Carolina October",1,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Female","Graduate or Professional degree","No",NA,"Caucasian/White",62,"Caucasian/White",0.854176988,NA,"Western",0.684276282787323,1,0.634384668489217,"White","Democratic","Buncombe",62,"North Carolina","October","North Carolina October",1,1,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Female","High school","No",NA,"African American/Black",80,"African American/Black",0.993847182,NA,"North Central",1.03930389881134,1,1.0361065749433,"Black","Other","Durham",80,"North Carolina","October","North Carolina October",0,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Female","Graduate or Professional degree","[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",60,"[DO NOT READ] Refused",0.751350581,NA,"East/ South Central",0.701345682144165,1,0.614151083952512,"Other","Other","Cumberland",60,"North Carolina","October","North Carolina October",1,0,0
"Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Republican","Landline","Landline only","Male","Bachelors' degree","No",NA,"Caucasian/White",91,"Caucasian/White",0.962666561,NA,"Western",1.1147403717041,1,1.09393182587018,"White","Republican","Buncombe",91,"North Carolina","October","North Carolina October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","Graduate or Professional degree","No",NA,"Caucasian/White",51,"Caucasian/White",0.995920406,NA,"North Central",0.947039067745209,1,0.945107300295939,"White","Other","Granville",51,"North Carolina","October","North Carolina October",1,1,1
