state,sex,age,race
New Mexico,Male,83,White
Colorado,Male,54,Black/Negro
Idaho,Female,51,White
Texas,Female,21,Black/Negro
Virginia,Female,1,Black/Negro
Washington,Female,77,White
Massachusetts,Female,31,Other Asian or Pacific Islander
California,Male,2,"Other race, nec"
Florida,Female,73,White
Massachusetts,Male,71,White
South Carolina,Female,38,White
Michigan,Female,54,Black/Negro
Alabama,Male,68,Black/Negro
New Hampshire,Male,45,White
Georgia,Female,37,White
Georgia,Female,3,Black/Negro
Washington,Male,25,White
Florida,Male,6,White
New York,Female,57,White
North Carolina,Male,64,White
California,Male,36,White
California,Female,76,White
Pennsylvania,Female,64,White
California,Female,26,White
Arizona,Male,12,"Other race, nec"
Indiana,Male,34,White
Washington,Female,13,White
Texas,Male,54,White
California,Male,56,White
Indiana,Female,60,White
California,Male,8,Other Asian or Pacific Islander
Minnesota,Male,71,White
Texas,Male,20,White
Maryland,Male,30,White
California,Female,73,White
Indiana,Female,25,Two major races
California,Female,53,Black/Negro
Texas,Female,51,"Other race, nec"
Texas,Female,54,White
Pennsylvania,Female,10,White
Minnesota,Male,39,White
Colorado,Male,15,"Other race, nec"
Illinois,Male,61,White
Illinois,Female,6,White
Iowa,Male,43,Other Asian or Pacific Islander
Maryland,Female,81,White
Georgia,Female,46,White
Tennessee,Female,11,White
North Carolina,Female,28,White
New Jersey,Male,43,White
New York,Male,51,White
Massachusetts,Female,59,"Other race, nec"
Utah,Male,26,White
Idaho,Female,39,White
South Carolina,Male,28,White
Florida,Female,47,White
California,Male,33,White
Texas,Female,43,White
Missouri,Male,82,White
New Jersey,Male,15,White
Wyoming,Female,89,White
Florida,Female,21,Black/Negro
Michigan,Male,32,Chinese
New Jersey,Male,19,Chinese
New Jersey,Male,9,White
Illinois,Male,7,White
Texas,Female,8,White
California,Male,25,Chinese
Iowa,Male,27,White
New York,Female,13,White
Massachusetts,Female,59,White
Louisiana,Male,35,White
Kentucky,Male,7,Black/Negro
Tennessee,Female,5,Black/Negro
Missouri,Male,24,White
Wisconsin,Male,40,White
New Jersey,Female,51,Other Asian or Pacific Islander
Florida,Female,54,Black/Negro
New York,Male,35,Black/Negro
Washington,Male,29,White
Florida,Female,11,Two major races
California,Male,49,White
Illinois,Male,0,White
Pennsylvania,Female,53,White
Illinois,Female,25,White
Illinois,Male,86,White
California,Female,34,White
Tennessee,Female,13,White
Pennsylvania,Female,51,White
Tennessee,Female,21,White
Arkansas,Male,40,Black/Negro
Virginia,Male,37,Black/Negro
California,Female,43,Black/Negro
Arkansas,Female,68,White
Missouri,Male,12,Black/Negro
Illinois,Male,29,White
New York,Female,6,Black/Negro
Florida,Female,55,White
South Carolina,Female,48,White
Texas,Female,18,White
North Carolina,Female,20,Two major races
Texas,Male,17,White
Massachusetts,Male,38,White
Virginia,Female,75,White
Iowa,Male,56,White
North Carolina,Female,83,Black/Negro
Texas,Female,45,Other Asian or Pacific Islander
Tennessee,Female,7,White
Colorado,Female,8,White
Ohio,Female,36,White
Maryland,Female,44,White
Pennsylvania,Female,71,White
South Carolina,Female,80,Black/Negro
Iowa,Male,54,White
Virginia,Female,63,White
Louisiana,Female,73,White
California,Male,21,White
Delaware,Male,4,White
California,Female,33,"Other race, nec"
Louisiana,Female,61,White
Oklahoma,Male,44,White
West Virginia,Male,43,Two major races
Alaska,Male,32,Other Asian or Pacific Islander
Georgia,Female,17,Black/Negro
West Virginia,Male,36,White
California,Female,11,Other Asian or Pacific Islander
Ohio,Male,37,White
Mississippi,Female,5,White
Texas,Male,53,White
Connecticut,Male,35,White
California,Female,42,"Other race, nec"
New York,Female,7,White
Wisconsin,Female,53,White
Tennessee,Female,38,White
Texas,Male,54,White
Florida,Male,4,Black/Negro
California,Male,53,Other Asian or Pacific Islander
California,Male,49,White
Georgia,Female,22,Black/Negro
Michigan,Female,39,White
Florida,Female,57,Black/Negro
California,Female,25,"Other race, nec"
Montana,Male,51,White
Maryland,Female,12,Black/Negro
Arizona,Female,39,"Other race, nec"
Wisconsin,Male,6,White
Pennsylvania,Male,21,White
California,Female,9,White
Nevada,Female,16,White
South Carolina,Female,38,Black/Negro
New Hampshire,Female,41,White
Wisconsin,Female,50,White
New York,Male,9,Black/Negro
Florida,Male,50,Black/Negro
Indiana,Male,13,White
Texas,Female,57,Black/Negro
Oklahoma,Male,73,White
Texas,Female,67,White
Georgia,Female,55,White
Colorado,Female,41,White
Michigan,Male,27,White
Connecticut,Male,33,White
California,Male,16,White
Missouri,Male,48,White
South Carolina,Female,54,White
Michigan,Female,53,White
New Hampshire,Female,62,White
Arizona,Female,54,White
Arizona,Male,20,"Other race, nec"
Georgia,Female,46,Black/Negro
Washington,Female,43,White
Ohio,Female,57,Black/Negro
New Jersey,Female,68,White
California,Female,26,Two major races
New York,Female,9,White
New Jersey,Female,57,Other Asian or Pacific Islander
Florida,Female,27,White
Alabama,Female,42,White
South Carolina,Male,45,White
California,Male,62,White
Florida,Male,44,White
Colorado,Female,11,White
Wisconsin,Female,31,White
New York,Female,8,Black/Negro
Michigan,Male,7,Chinese
North Carolina,Male,17,White
Oregon,Male,8,White
Tennessee,Male,15,White
New York,Female,21,White
Florida,Female,77,White
New Jersey,Male,70,Black/Negro
Washington,Female,87,White
Colorado,Female,4,Two major races
New York,Female,69,White
Ohio,Female,14,White
Indiana,Male,14,White
Florida,Female,9,White
California,Female,26,Other Asian or Pacific Islander
Colorado,Female,33,White
Wisconsin,Female,65,White
Texas,Male,1,White
Ohio,Male,11,Two major races
Illinois,Male,46,White
New York,Female,22,Chinese
Hawaii,Female,9,Two major races
Kentucky,Male,29,White
New York,Female,77,White
Alaska,Male,3,White
Oklahoma,Female,0,American Indian or Alaska Native
Michigan,Female,44,White
Alabama,Male,1,Black/Negro
Pennsylvania,Male,24,White
Georgia,Male,38,American Indian or Alaska Native
Florida,Female,73,White
California,Male,40,White
New Hampshire,Male,60,White
Virginia,Male,62,White
Missouri,Male,48,White
Alabama,Male,62,White
New Jersey,Female,13,Black/Negro
Massachusetts,Male,47,White
California,Female,57,White
Maryland,Female,5,Two major races
Iowa,Male,70,White
Hawaii,Male,23,Other Asian or Pacific Islander
Minnesota,Male,8,Black/Negro
Wyoming,Male,28,White
Washington,Male,17,White
South Dakota,Female,6,American Indian or Alaska Native
South Carolina,Female,84,White
Kansas,Male,9,White
Texas,Male,42,White
Washington,Female,38,White
Texas,Female,54,White
New York,Male,12,White
Ohio,Female,9,White
Florida,Male,12,Black/Negro
Illinois,Female,4,Two major races
Mississippi,Female,6,Black/Negro
Virginia,Male,47,White
Florida,Female,61,White
North Carolina,Female,35,White
Wisconsin,Female,25,White
Massachusetts,Male,90,White
Indiana,Male,50,White
North Carolina,Female,36,"Other race, nec"
Washington,Female,86,White
New York,Female,19,Black/Negro
California,Male,41,Two major races
Connecticut,Male,28,White
Michigan,Female,2,White
New York,Female,68,Chinese
Tennessee,Female,60,White
California,Female,13,Black/Negro
Illinois,Male,76,Black/Negro
New York,Female,25,White
Oregon,Female,1,American Indian or Alaska Native
Montana,Female,48,White
Florida,Male,8,Black/Negro
California,Male,47,White
Pennsylvania,Male,19,White
California,Male,79,"Other race, nec"
Washington,Male,5,White
California,Female,18,Other Asian or Pacific Islander
Illinois,Female,13,Black/Negro
Kansas,Male,20,White
Washington,Male,13,Black/Negro
New Jersey,Female,22,White
Florida,Male,37,White
Tennessee,Female,47,White
North Carolina,Male,53,Black/Negro
Wisconsin,Male,35,White
Louisiana,Female,29,White
New York,Male,26,"Other race, nec"
California,Female,27,White
Colorado,Female,21,"Other race, nec"
South Carolina,Female,0,Black/Negro
North Carolina,Male,34,White
New York,Male,20,Other Asian or Pacific Islander
Massachusetts,Female,86,White
Colorado,Male,9,"Other race, nec"
Ohio,Female,20,White
Arizona,Male,24,"Other race, nec"
Texas,Female,56,White
Tennessee,Female,34,White
Virginia,Male,37,White
California,Male,29,"Other race, nec"
Delaware,Female,51,Black/Negro
California,Female,85,White
California,Female,5,White
Connecticut,Male,56,White
Florida,Female,48,Black/Negro
Pennsylvania,Female,63,Black/Negro
Utah,Female,62,White
Georgia,Male,29,Black/Negro
New York,Female,69,Black/Negro
Illinois,Male,48,White
New York,Female,58,White
Texas,Female,20,White
Colorado,Female,55,White
Illinois,Female,49,White
North Carolina,Male,58,White
California,Male,55,White
Ohio,Male,18,White
Massachusetts,Male,14,White
Kansas,Female,12,White
Indiana,Female,6,White
New Jersey,Male,57,Black/Negro
Illinois,Male,48,Other Asian or Pacific Islander
Wisconsin,Male,35,White
California,Male,0,White
Florida,Female,63,White
Mississippi,Female,14,Black/Negro
Nebraska,Male,87,White
Arizona,Female,41,White
California,Male,46,"Other race, nec"
Colorado,Female,66,White
Texas,Female,27,White
Pennsylvania,Male,34,White
Florida,Male,54,White
Florida,Female,4,American Indian or Alaska Native
California,Male,44,White
New York,Male,17,White
Georgia,Female,48,White
Ohio,Male,10,White
Maryland,Female,32,Black/Negro
New Jersey,Male,74,White
Missouri,Male,37,White
North Carolina,Female,34,Black/Negro
Missouri,Female,60,White
Texas,Female,82,White
Texas,Male,32,White
California,Female,36,White
Pennsylvania,Female,62,Two major races
Georgia,Male,80,White
Illinois,Female,10,White
Massachusetts,Female,11,White
California,Male,44,White
Iowa,Male,20,Chinese
Hawaii,Male,27,Japanese
Oklahoma,Male,1,Other Asian or Pacific Islander
Massachusetts,Female,13,White
Ohio,Female,6,White
Tennessee,Male,72,White
Arizona,Female,35,White
Georgia,Male,16,Other Asian or Pacific Islander
California,Female,56,White
Maryland,Female,43,White
Massachusetts,Female,68,White
California,Male,0,White
Colorado,Male,33,"Other race, nec"
Oklahoma,Female,20,Two major races
Iowa,Male,18,White
Minnesota,Female,24,White
Massachusetts,Male,30,White
Texas,Female,87,Black/Negro
Indiana,Male,72,White
Texas,Male,34,White
Kentucky,Male,42,White
Pennsylvania,Female,9,White
Illinois,Male,31,White
Minnesota,Male,48,White
Virginia,Male,6,White
New Jersey,Male,34,White
Massachusetts,Female,53,White
Nevada,Female,23,American Indian or Alaska Native
Utah,Female,35,White
California,Male,8,White
Florida,Male,60,White
Virginia,Male,87,White
New Jersey,Female,8,White
Arizona,Male,81,White
Texas,Female,13,White
North Carolina,Female,69,White
Louisiana,Male,27,White
Alaska,Male,10,American Indian or Alaska Native
Michigan,Female,79,White
New Jersey,Male,15,White
South Carolina,Female,1,Black/Negro
Vermont,Male,47,White
Ohio,Male,21,White
Virginia,Male,45,White
Georgia,Female,40,White
California,Female,20,White
Georgia,Female,25,White
Tennessee,Male,24,Black/Negro
Texas,Female,14,White
Texas,Male,19,White
New York,Male,63,White
Florida,Female,49,White
California,Male,15,White
Oregon,Female,54,White
Georgia,Male,7,White
California,Female,38,White
Illinois,Male,6,White
Pennsylvania,Male,35,White
Illinois,Female,87,White
North Carolina,Male,57,Black/Negro
New York,Male,58,White
Idaho,Female,1,White
Kentucky,Female,43,White
Ohio,Female,66,White
Michigan,Male,29,White
California,Male,64,Other Asian or Pacific Islander
California,Female,26,White
Washington,Male,79,White
California,Male,50,White
West Virginia,Female,84,White
Texas,Female,43,"Other race, nec"
California,Male,1,"Other race, nec"
Idaho,Female,29,Two major races
Arkansas,Male,8,Black/Negro
Pennsylvania,Male,39,Black/Negro
New York,Male,7,Two major races
Iowa,Male,12,White
Missouri,Male,56,White
Maryland,Female,58,White
California,Male,9,White
Virginia,Female,21,Black/Negro
California,Male,41,White
Illinois,Female,3,White
Alabama,Male,29,White
Tennessee,Female,43,White
Florida,Female,42,White
Ohio,Male,40,White
California,Male,43,White
Ohio,Female,80,White
Arizona,Male,47,White
Michigan,Female,28,White
Florida,Male,7,White
Wisconsin,Female,47,Black/Negro
Texas,Female,40,Black/Negro
New York,Male,61,White
South Carolina,Male,23,Black/Negro
New York,Male,44,Black/Negro
Iowa,Female,37,White
District of Columbia,Female,14,Black/Negro
California,Male,22,White
Massachusetts,Female,79,White
California,Male,31,White
Kentucky,Female,49,White
Mississippi,Male,53,White
California,Male,1,"Other race, nec"
Michigan,Female,37,White
Maryland,Male,3,Black/Negro
New Jersey,Male,13,White
New Jersey,Female,65,Black/Negro
Iowa,Female,2,"Other race, nec"
Texas,Female,56,White
New York,Male,64,White
Texas,Female,62,White
Alabama,Female,93,White
California,Female,52,"Other race, nec"
Ohio,Male,53,White
Louisiana,Female,43,White
New York,Male,50,White
Tennessee,Female,44,White
Colorado,Female,34,White
Texas,Male,14,Two major races
Alabama,Male,27,Black/Negro
Michigan,Female,46,White
New York,Female,44,White
North Carolina,Male,4,White
Illinois,Male,71,Black/Negro
Arizona,Female,5,Two major races
Pennsylvania,Female,32,Two major races
California,Female,28,Other Asian or Pacific Islander
Indiana,Female,7,Two major races
Oklahoma,Male,36,White
Florida,Male,40,"Other race, nec"
Virginia,Female,79,White
California,Female,10,Two major races
Missouri,Male,27,Other Asian or Pacific Islander
South Dakota,Male,52,White
Illinois,Female,8,Black/Negro
Connecticut,Female,62,White
Illinois,Female,56,White
Louisiana,Male,51,Black/Negro
Texas,Male,45,White
California,Male,30,Other Asian or Pacific Islander
Florida,Male,38,White
Texas,Female,0,"Other race, nec"
Pennsylvania,Female,54,Black/Negro
New Jersey,Female,32,"Other race, nec"
Pennsylvania,Male,28,White
Idaho,Female,52,White
California,Male,52,White
Texas,Female,19,White
Kansas,Male,15,White
California,Female,65,White
California,Female,9,White
California,Male,33,"Other race, nec"
Louisiana,Male,36,White
Massachusetts,Female,29,White
Texas,Female,3,White
California,Female,44,Black/Negro
California,Female,14,White
New Jersey,Male,12,Black/Negro
New Jersey,Female,26,White
Arkansas,Male,50,White
Louisiana,Male,31,White
New York,Male,36,Two major races
Illinois,Female,16,White
Ohio,Female,12,White
Michigan,Female,71,White
Utah,Male,45,"Other race, nec"
Michigan,Female,17,Black/Negro
New York,Male,19,White
Florida,Male,15,White
Texas,Female,3,White
Georgia,Female,40,Black/Negro
Florida,Female,12,White
Kentucky,Male,10,White
California,Male,58,White
Minnesota,Female,76,White
Utah,Male,63,White
Florida,Female,36,White
Texas,Female,12,White
Massachusetts,Male,50,White
California,Male,15,"Other race, nec"
Virginia,Female,28,Black/Negro
Montana,Female,31,White
Arizona,Male,80,White
Iowa,Female,26,"Other race, nec"
Missouri,Female,58,White
Massachusetts,Female,12,White
California,Male,24,Chinese
New York,Female,10,White
New York,Male,69,White
Maryland,Male,22,White
New York,Female,5,Other Asian or Pacific Islander
New Jersey,Female,72,"Other race, nec"
Virginia,Male,67,White
New Hampshire,Male,30,White
Texas,Female,30,White
Texas,Female,57,White
Oklahoma,Female,32,White
Arizona,Female,18,White
Texas,Male,29,White
Virginia,Male,77,Black/Negro
Florida,Male,46,White
New Jersey,Male,40,White
California,Male,62,White
Illinois,Female,2,White
Ohio,Male,68,White
Utah,Female,28,White
California,Female,86,White
Illinois,Female,67,Japanese
Ohio,Female,16,White
Texas,Male,19,White
California,Male,62,White
Georgia,Female,12,Black/Negro
Oregon,Female,56,White
Pennsylvania,Female,47,White
Pennsylvania,Male,50,White
Texas,Male,14,White
Kentucky,Male,25,White
Virginia,Female,36,White
Pennsylvania,Female,62,White
California,Female,6,"Other race, nec"
Texas,Male,19,Black/Negro
Florida,Female,13,White
Pennsylvania,Male,43,White
New Hampshire,Male,32,White
Oklahoma,Female,33,Black/Negro
Virginia,Male,74,White
California,Female,3,"Other race, nec"
Michigan,Female,6,White
North Dakota,Male,18,White
New Jersey,Female,69,White
Pennsylvania,Female,44,White
Massachusetts,Female,15,White
New York,Male,1,White
Ohio,Female,79,White
Connecticut,Female,41,White
Kansas,Female,64,White
Kentucky,Male,16,Three or more major races
Florida,Male,60,White
California,Male,55,White
Ohio,Female,61,White
Illinois,Male,31,White
Maryland,Female,33,Black/Negro
California,Female,27,Chinese
Illinois,Male,1,Black/Negro
Virginia,Female,50,White
Illinois,Female,6,"Other race, nec"
Virginia,Female,14,White
New Jersey,Male,17,Black/Negro
South Carolina,Female,44,White
South Carolina,Female,45,White
Oklahoma,Female,24,White
Washington,Female,83,White
Illinois,Male,74,Black/Negro
Wisconsin,Female,49,Other Asian or Pacific Islander
Rhode Island,Female,31,White
Florida,Female,62,White
Hawaii,Male,30,Two major races
Pennsylvania,Female,21,American Indian or Alaska Native
